Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age at marriage,Number of ever married persons - Males,Number of ever married persons - Females,Duration of marriage of currently married persons - All durations - Males,Duration of marriage of currently married persons - All durations - Females,Duration of marriage of currently married persons - 0-4 - Males,Duration of marriage of currently married persons - 0-4 - Females,Duration of marriage of currently married persons - 5-9 - Males,Duration of marriage of currently married persons - 5-9 - Females,Duration of marriage of currently married persons - 10-19 - Males,Duration of marriage of currently married persons - 10-19 - Females,Duration of marriage of currently married persons - 20-29 - Males,Duration of marriage of currently married persons - 20-29 - Females,Duration of marriage of currently married persons - 30-39 - Males,Duration of marriage of currently married persons - 30-39 - Females,Duration of marriage of currently married persons - 40+ - Males,Duration of marriage of currently married persons - 40+ - Females,Duration of marriage of currently married persons - Duration not known - Males,Duration of marriage of currently married persons - Duration not known - Females
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,Less than 10,13299,48748,12271,37313,33,67,75,146,1563,6529,4004,9168,2330,7339,4212,14011,54,53
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,10-11,4392,39787,3762,26279,49,150,98,542,618,3548,765,4611,604,5394,1620,12014,8,20
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,12-13,6238,79069,5223,53547,118,505,201,1711,767,8135,877,11111,832,12481,2417,19590,11,14
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,14-15,24559,236260,20443,178884,585,4603,1014,10999,3327,38867,3697,43797,3455,38018,8336,42531,29,69
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,16-17,54724,354902,48384,306642,3439,29150,4919,42223,11874,93992,9088,69219,7408,41915,11627,30034,29,109
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,18-19,190812,486665,176276,443365,16368,77623,22483,80257,46840,132624,35165,83994,25140,41622,30168,27081,112,164
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,20-21,354172,238280,334055,212291,35175,45497,45818,39297,91395,55226,71582,38581,44309,19594,45604,14005,172,91
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,22-23,233610,70762,225583,65979,30613,19750,32713,13396,63710,16344,47883,9483,28488,4483,22085,2494,91,29
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,24-25,200992,30646,193161,27652,24231,7866,25367,5033,50358,6723,42553,4206,28216,2436,22339,1374,97,14
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,26-27,76920,8846,75311,8281,15400,2880,12825,1636,19432,1947,13661,1090,8816,526,5151,199,26,3
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,28-29,52276,4891,51115,4543,10597,1245,8318,766,12805,1102,9124,758,6441,453,3800,214,30,5
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,30-31,34235,3233,32723,2656,4538,417,4841,438,7562,732,6515,553,5525,358,3723,154,19,4
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,32-33,10494,876,10168,776,2067,201,1536,136,2522,201,1930,155,1406,63,698,18,9,2
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,34+,19313,2540,18252,1804,2233,397,1983,252,4436,547,5032,441,3110,112,1416,48,42,7
C1104,05,00,0000,State - UTTARANCHAL  05,Rural,Age not stated,30255,36289,25603,28380,0,0,0,0,0,0,0,0,0,0,0,0,25603,28380
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,All ages,512890,512465,493692,452891,63161,56816,70527,63190,145064,133727,107445,98484,53630,49361,36142,34894,17723,16419
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,Less than 10,5542,9548,5281,8344,1,4,15,30,543,1236,2055,2762,1175,2019,1456,2265,36,28
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,10-11,980,5194,886,4108,4,15,24,123,181,898,270,1087,169,877,226,1092,12,16
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,12-13,1079,10686,982,8223,6,63,46,385,241,1911,247,2210,195,1587,242,2057,5,10
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,14-15,4542,46507,3985,36895,122,693,246,2218,923,9515,1038,10174,674,6889,978,7388,4,18
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,16-17,10744,81294,9840,70072,654,4957,1230,8625,3078,23382,2216,17199,1245,9075,1408,6806,9,28
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,18-19,42705,134340,39951,121628,3675,14013,5304,18354,12229,40775,9096,27783,5057,13061,4529,7575,61,67
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,20-21,102850,105013,97796,94754,9404,13623,13194,15761,30122,29354,23445,21157,11946,9454,9577,5349,108,56
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,22-23,88809,50896,86611,48164,11404,11330,12940,9294,28446,14246,19440,8709,8903,3261,5386,1294,92,30
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,24-25,99188,28405,96548,26503,12094,6915,13788,4778,29543,7455,22931,4610,11165,1976,6933,751,94,18
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,26-27,53226,9934,52488,9462,10185,3035,9350,1874,15885,2531,10518,1331,4586,552,1904,135,60,4
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,28-29,40117,4773,39461,4444,8044,1209,7042,904,11759,1240,7368,722,3734,281,1494,88,20,0
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,30-31,25043,2500,24333,2167,3921,426,4256,459,6966,611,4986,368,2868,234,1322,67,14,2
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,32-33,8554,879,8380,801,1870,219,1547,183,2416,210,1467,139,790,41,283,9,7,0
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,34+,10411,1559,9970,1184,1777,314,1545,202,2732,363,2368,233,1123,54,404,18,21,0
C1104,05,00,0000,State - UTTARANCHAL  05,Urban,Age not stated,19100,20937,17180,16142,0,0,0,0,0,0,0,0,0,0,0,0,17180,16142
C1104,06,00,0000,State - HARYANA  06,Total,All ages,5129110,5396704,4902266,4851320,690509,676394,705035,685540,1373874,1367158,965803,958394,491570,493353,556825,569815,118650,100666
C1104,06,00,0000,State - HARYANA  06,Total,Less than 10,84426,207757,80109,190667,478,1334,1112,3249,14938,41127,27396,54551,15655,39881,20169,50204,361,321
C1104,06,00,0000,State - HARYANA  06,Total,10-11,27488,108215,25757,97893,1071,3265,1987,6592,6573,24633,6187,22647,4074,15489,5784,25114,81,153
C1104,06,00,0000,State - HARYANA  06,Total,12-13,53996,264837,49972,235357,2969,10513,4640,22186,14095,68161,11200,52293,6734,32698,10223,49216,111,290
C1104,06,00,0000,State - HARYANA  06,Total,14-15,184585,808642,166498,696897,11192,45880,15845,75500,46065,204643,35221,152893,22162,90625,35648,126510,365,846
C1104,06,00,0000,State - HARYANA  06,Total,16-17,394917,1193509,368339,1077104,40040,148809,51646,166470,114700,330820,67895,211502,38734,104354,54605,113892,719,1257
C1104,06,00,0000,State - HARYANA  06,Total,18-19,892887,1312004,848395,1201206,110757,214192,127777,198738,253269,350304,161954,230864,86782,100968,106331,104866,1525,1274
C1104,06,00,0000,State - HARYANA  06,Total,20-21,1312405,812395,1255205,722438,167321,131626,184548,119165,354624,201002,264415,141133,127027,61162,155120,67607,2150,743
C1104,06,00,0000,State - HARYANA  06,Total,22-23,830520,333486,809555,314434,142501,70946,129572,56601,237943,87691,159449,54929,68909,24430,69812,19516,1369,321
